id,neighborhood,house_style,lot_area,gr_liv_area,total_bsmt_sf,garage_area,year_built,year_remod,overall_qual,overall_cond,full_bath,half_bath,bedroom_abvgr,totrms_abvgrd,fireplaces,distance_to_downtown_km,school_rating,crime_index,median_income_area,has_pool,noise_1,noise_2,noise_3,sale_price,true_price_no_noise
1717,Hillcrest,1Story,12972.0,1764.0,711.0,591.0,1995,2025,10,3,3,1,4,6,2,2.66,3.0,18.7,62.2,False,0.033,0.583,52.0,399500.0,400032.0
1718,Suburbia,1Story,8048.0,1912.0,566.0,293.0,2005,2005,3,4,2,1,3,6,0,0.76,2.0,36.2,52.1,False,-0.413,0.079,93.0,263800.0,271850.0
1719,Suburbia,1Story,11848.0,2169.0,1207.0,350.0,1999,2026,5,4,3,0,3,8,2,1.88,7.0,54.4,101.6,False,1.15,0.629,74.0,408100.0,386794.0
1720,Suburbia,2Story,11259.0,2275.0,1525.0,585.0,2005,2026,2,4,2,2,2,4,0,2.63,8.0,40.5,82.0,False,1.192,0.019,18.0,384200.0,390744.0
1721,Downtown,1Story,10234.0,1544.0,485.0,609.0,1946,1973,7,6,1,2,6,6,1,3.21,2.0,7.9,57.6,False,0.158,0.233,87.0,372100.0,367974.0
1722,Lakeside,1Story,4336.0,2694.0,1052.0,333.0,1937,1972,5,10,3,2,2,5,2,5.28,8.0,52.3,50.0,False,-1.466,0.45,36.0,440400.0,441543.0
1723,Suburbia,2Story,11978.0,2574.0,150.0,497.0,1939,1963,3,5,3,1,4,9,0,2.09,4.0,22.9,74.1,False,-0.164,0.631,70.0,354200.0,357801.0
1724,Riverside,1Story,6903.0,2222.0,331.0,335.0,2007,2026,3,2,1,0,2,4,0,2.23,4.0,39.0,89.4,False,-0.065,0.204,90.0,342800.0,331697.0
1725,Riverside,2Story,10410.0,1386.0,703.0,428.0,1981,2000,10,7,1,0,6,6,2,13.68,7.0,15.1,73.2,False,-0.452,0.879,97.0,393700.0,386554.0
1726,Downtown,1Story,5765.0,1289.0,1427.0,483.0,1940,1966,7,9,2,2,3,5,2,0.99,1.0,50.9,50.9,False,-0.983,0.919,67.0,368200.0,361298.0
1727,Hillcrest,SplitLevel,5352.0,1670.0,623.0,550.0,1990,2005,2,6,1,0,6,7,0,0.47,2.0,26.6,42.1,False,-1.554,0.481,73.0,296500.0,289734.0
1728,Suburbia,2Story,16183.0,1883.0,607.0,511.0,1929,1931,2,6,3,2,2,4,2,3.31,9.0,53.0,61.2,False,1.471,0.272,3.0,308300.0,328260.0
1729,Downtown,1Story,5797.0,877.0,965.0,504.0,1933,1934,1,7,1,0,3,4,1,8.4,10.0,30.7,73.7,False,0.742,0.11,95.0,317400.0,311983.0
1730,Hillcrest,1Story,12102.0,2122.0,966.0,287.0,1900,1929,3,9,1,2,3,6,2,7.65,10.0,25.4,59.5,False,0.034,0.939,96.0,375600.0,378681.0
1731,Old Town,1Story,8446.0,2558.0,620.0,,2021,2026,8,1,1,1,2,3,1,1.66,8.0,43.2,86.1,False,-0.65,0.134,21.0,379500.0,385885.0
1732,Downtown,SplitLevel,6995.0,2167.0,1784.0,,1929,1945,1,10,3,1,4,8,1,15.68,2.0,13.5,77.5,False,0.36,0.299,6.0,452200.0,409416.0
1733,Suburbia,1Story,7977.0,1478.0,839.0,570.0,1994,2024,3,9,1,2,4,6,0,2.36,4.0,,72.3,False,0.204,0.329,94.0,272700.0,290925.0
1734,Lakeside,2Story,5139.0,1413.0,998.0,345.0,1914,1933,1,10,2,1,4,7,1,2.2,9.0,38.7,77.1,True,-0.401,0.268,52.0,391500.0,392638.0
1735,Suburbia,SplitLevel,8064.0,2015.0,781.0,606.0,1904,1914,7,5,3,1,4,7,1,24.36,8.0,23.7,43.0,False,0.39,0.002,17.0,332400.0,334477.0
1736,Suburbia,1.5Story,5547.0,1766.0,1135.0,249.0,1985,2008,9,9,1,2,2,4,1,0.79,,27.0,59.0,False,0.512,0.207,24.0,372700.0,373678.0
1737,Old Town,1.5Story,7056.0,2094.0,1469.0,0.0,1912,1927,6,1,1,1,3,5,0,3.94,5.0,35.4,49.3,False,0.687,0.749,66.0,291100.0,303663.0
1738,Lakeside,2Story,11202.0,2181.0,1649.0,416.0,1918,1957,10,5,1,0,4,6,1,7.35,,54.9,74.9,True,-0.888,0.205,63.0,507000.0,504237.0
1739,Riverside,2Story,8857.0,2451.0,630.0,258.0,1941,1970,7,9,1,2,5,8,0,6.9,8.0,17.1,49.5,False,0.431,0.764,61.0,384900.0,398783.0
1740,Suburbia,1Story,4823.0,1227.0,1412.0,413.0,1973,2003,8,3,1,1,3,3,2,1.09,8.0,27.6,69.5,False,1.178,0.416,28.0,343600.0,340123.0
1741,Lakeside,2Story,10916.0,1972.0,1181.0,495.0,1902,1930,4,8,3,1,4,6,1,0.97,8.0,34.0,65.0,False,0.296,0.081,76.0,441600.0,439636.0
1742,Lakeside,2Story,8083.0,1650.0,1359.0,0.0,1915,1943,9,4,3,0,6,11,1,2.49,1.0,65.8,78.8,False,2.208,0.827,81.0,399300.0,402353.0
1743,Downtown,1.5Story,6702.0,1796.0,911.0,397.0,1942,1973,7,6,2,0,5,8,2,8.33,3.0,55.0,46.5,False,-0.18,0.635,4.0,357500.0,358427.0
1744,Old Town,2Story,10523.0,2325.0,871.0,180.0,1988,2005,1,7,3,0,2,5,1,7.78,5.0,66.8,76.1,False,-1.718,0.612,56.0,327000.0,307370.0
1745,Suburbia,2Story,7642.0,2385.0,1343.0,0.0,1912,1945,1,9,1,2,3,5,2,4.08,,35.6,48.7,False,-0.849,0.15,69.0,337300.0,330099.0
1746,Suburbia,2Story,5388.0,2619.0,1351.0,494.0,1935,1936,9,4,2,2,2,6,2,2.09,10.0,63.7,50.6,False,-0.669,0.623,31.0,425700.0,423548.0
1747,Suburbia,1Story,15471.0,2084.0,1608.0,480.0,1924,1951,3,8,2,1,6,10,2,5.21,4.0,60.3,65.4,False,0.559,0.797,69.0,359500.0,354203.0
1748,Riverside,1Story,8054.0,1789.0,1033.0,497.0,1938,1960,5,5,1,2,6,9,1,7.22,8.0,48.9,89.5,True,0.832,0.996,86.0,389200.0,388713.0
1749,Riverside,SplitLevel,7876.0,1711.0,905.0,557.0,1932,1932,8,4,2,1,4,7,1,0.85,7.0,50.5,52.9,False,0.136,0.671,89.0,274100.0,355452.0
1750,Hillcrest,2Story,7032.0,896.0,0.0,617.0,1980,2007,8,1,2,2,3,6,2,3.25,3.0,23.1,36.0,False,0.293,0.432,77.0,277200.0,284682.0
1751,Suburbia,2Story,12246.0,2587.0,273.0,210.0,1908,1908,1,1,3,0,5,9,1,15.72,2.0,71.6,51.0,False,1.915,0.819,70.0,292700.0,265331.0
1752,Lakeside,1Story,6743.0,1673.0,784.0,0.0,2018,2026,7,8,2,2,2,4,0,20.36,7.0,30.1,61.1,False,-0.831,0.05,49.0,367500.0,365192.0
1753,Old Town,1Story,4719.0,2128.0,488.0,659.0,1930,1951,10,2,2,1,5,8,1,6.78,4.0,46.2,101.6,False,-0.073,0.419,9.0,412000.0,377014.0
1754,Suburbia,1Story,6390.0,2223.0,1292.0,449.0,2024,2026,4,2,1,2,6,6,0,1.22,3.0,48.5,75.0,True,-0.452,0.732,49.0,384200.0,356749.0
1755,Hillcrest,SplitLevel,12892.0,1165.0,400.0,0.0,1991,2016,6,2,2,0,2,6,2,12.85,3.0,7.6,54.4,False,-1.174,0.359,78.0,264400.0,270650.0
1756,Riverside,1Story,10843.0,1342.0,739.0,,1945,1957,3,4,1,2,4,5,1,5.58,3.0,34.0,65.5,False,-2.025,0.059,46.0,274800.0,271822.0
1757,Downtown,1Story,7411.0,2701.0,756.0,261.0,1938,1963,8,2,2,0,2,5,0,12.06,1.0,39.1,96.3,False,1.297,0.111,92.0,432500.0,427962.0
1758,Old Town,SplitLevel,13104.0,2010.0,1456.0,543.0,2019,2026,2,6,2,1,5,8,1,17.37,,32.7,63.7,False,-0.764,0.167,54.0,319400.0,307887.0
1759,Old Town,2Story,10528.0,1531.0,695.0,652.0,2025,2026,6,9,1,2,5,6,0,1.55,10.0,34.2,63.9,True,-0.25,0.831,0.0,362100.0,360431.0
1760,Old Town,SplitLevel,7381.0,1781.0,1140.0,577.0,1977,1980,5,6,2,1,2,4,2,12.46,2.0,64.9,60.7,False,0.431,0.721,85.0,308700.0,293743.0
1761,Hillcrest,1Story,7646.0,2447.0,1032.0,448.0,1905,1910,7,7,3,1,6,8,1,2.68,5.0,18.5,80.5,False,-1.19,0.764,44.0,420200.0,441934.0
1762,Lakeside,1Story,9093.0,2364.0,,768.0,2014,2026,5,9,3,2,3,5,0,15.68,5.0,9.6,58.5,False,-0.834,0.909,7.0,454100.0,461619.0
1763,Lakeside,SplitLevel,6056.0,1044.0,1307.0,621.0,1960,1962,10,9,3,2,4,9,1,1.31,8.0,23.3,83.7,False,-0.022,0.303,68.0,446100.0,448501.0
1764,Downtown,1Story,8116.0,2749.0,936.0,0.0,1903,1942,10,7,2,2,3,6,0,4.52,4.0,49.9,87.1,True,-0.438,0.743,38.0,464300.0,472586.0
1765,Downtown,1Story,9027.0,2381.0,238.0,809.0,2001,2002,3,1,2,0,6,9,1,3.04,9.0,51.8,79.0,False,-1.276,0.365,78.0,373000.0,394476.0
1766,Downtown,2Story,4490.0,1766.0,853.0,285.0,1904,1925,1,8,1,2,5,5,2,0.48,8.0,47.1,64.0,False,0.607,0.786,75.0,360400.0,349499.0
1767,Old Town,1.5Story,7584.0,1195.0,942.0,225.0,1946,1986,5,8,3,1,6,11,1,8.83,6.0,53.2,42.8,True,-0.464,0.696,94.0,252500.0,266192.0
1768,Downtown,1Story,7288.0,2430.0,1070.0,393.0,1909,1936,6,4,1,1,3,4,1,0.65,9.0,40.1,64.0,False,0.137,0.99,96.0,416700.0,425014.0
1769,Downtown,2Story,11612.0,2112.0,640.0,339.0,1955,1980,8,2,3,2,4,7,1,2.13,4.0,24.6,56.0,False,0.057,0.757,75.0,414500.0,405137.0
1770,Suburbia,1.5Story,4249.0,1048.0,1429.0,402.0,2001,2026,6,2,3,1,4,8,1,3.46,5.0,16.1,54.0,True,0.97,0.006,15.0,328000.0,312864.0
1771,Riverside,1Story,7090.0,1722.0,956.0,588.0,1916,1944,6,3,2,2,3,6,0,11.8,6.0,9.8,63.7,False,0.353,0.7,81.0,349100.0,356116.0
1772,Suburbia,1Story,6846.0,3569.0,563.0,,1917,1923,1,8,2,1,6,7,0,9.51,2.0,30.5,76.6,False,-0.863,0.102,4.0,374200.0,387069.0
1773,Suburbia,2Story,11339.0,1859.0,758.0,459.0,2020,2026,8,10,3,0,6,11,2,3.91,1.0,50.8,56.8,False,1.162,0.546,45.0,449100.0,354280.0
1774,Old Town,1Story,7981.0,1442.0,1760.0,469.0,1922,1929,4,2,1,2,6,6,2,8.87,10.0,,43.3,False,-0.473,0.157,80.0,308600.0,294766.0
1775,Suburbia,2Story,15194.0,1295.0,1229.0,120.0,1914,1922,4,5,3,1,4,8,0,2.52,1.0,35.5,50.7,False,-0.814,0.495,90.0,290700.0,276198.0
1776,Riverside,2Story,10217.0,2825.0,1390.0,218.0,1973,1981,5,9,3,1,2,4,2,4.05,1.0,13.9,98.4,False,-0.962,0.793,97.0,467600.0,463389.0
1777,Suburbia,1Story,7019.0,2316.0,513.0,398.0,1934,1960,1,1,2,0,2,6,0,4.73,2.0,86.6,77.9,False,-2.344,0.289,12.0,275500.0,272458.0
1778,Hillcrest,2Story,8812.0,2624.0,,325.0,2020,2026,5,10,2,0,4,7,1,2.02,6.0,18.5,50.8,False,-0.608,0.153,71.0,396200.0,412520.0
1779,Hillcrest,2Story,7159.0,1987.0,664.0,0.0,1920,1942,4,1,2,2,6,10,2,7.39,3.0,37.4,91.2,False,0.397,0.314,8.0,348800.0,343033.0
1780,Riverside,1.5Story,10947.0,2540.0,1027.0,685.0,1971,1971,3,3,1,0,5,8,0,6.43,3.0,55.1,63.7,False,-1.362,0.174,55.0,378600.0,368917.0
1781,Lakeside,1Story,5083.0,1383.0,877.0,448.0,2016,2026,3,1,3,0,5,8,2,7.06,9.0,35.8,109.0,False,1.709,0.184,34.0,386800.0,384738.0
1782,Suburbia,SplitLevel,6074.0,1939.0,744.0,248.0,1992,2014,1,8,1,1,5,5,2,19.65,10.0,18.9,72.7,False,-2.241,0.697,23.0,304200.0,301662.0
1783,Lakeside,SplitLevel,9504.0,2008.0,797.0,333.0,1903,1934,9,5,2,2,6,7,1,2.08,9.0,51.2,78.2,False,-0.783,0.704,74.0,427900.0,440671.0
1784,Downtown,1Story,12444.0,2610.0,617.0,0.0,1923,1938,3,5,3,0,6,10,2,9.7,4.0,8.2,83.1,False,-1.488,0.529,95.0,410400.0,395895.0
1785,Lakeside,SplitLevel,3749.0,2025.0,874.0,705.0,1915,1932,9,6,1,1,3,3,0,1.93,1.0,69.8,94.7,False,0.918,0.252,34.0,421300.0,438130.0
1786,Suburbia,SplitLevel,13109.0,1506.0,1418.0,555.0,2015,2026,9,3,2,1,5,6,1,0.68,10.0,40.6,60.1,False,0.652,0.53,72.0,370100.0,370336.0
1787,Hillcrest,1Story,7715.0,1885.0,314.0,210.0,1925,1954,5,8,2,2,3,7,0,1.82,6.0,29.9,93.2,False,-0.266,0.949,76.0,370700.0,365048.0
1788,Suburbia,1.5Story,4191.0,928.0,1096.0,509.0,1907,1916,9,5,1,0,5,7,1,5.72,10.0,6.7,56.8,False,-1.422,0.384,69.0,343900.0,329770.0
1789,Suburbia,2Story,2834.0,573.0,1530.0,521.0,1948,1972,3,8,3,2,2,5,0,15.04,,12.0,61.5,False,-1.198,0.424,33.0,279200.0,266180.0
1790,Downtown,1.5Story,4744.0,2307.0,873.0,0.0,1935,1974,2,7,2,0,2,3,1,12.16,10.0,34.0,68.2,False,0.25,0.494,88.0,382000.0,367926.0
1791,Suburbia,1Story,8047.0,1644.0,728.0,0.0,1920,1922,9,7,1,1,2,5,2,9.04,4.0,72.9,84.6,False,-0.676,0.178,70.0,313300.0,317008.0
1792,Hillcrest,2Story,7918.0,1706.0,1338.0,402.0,1957,1970,7,10,1,2,4,7,0,10.29,8.0,39.7,62.1,False,-0.562,0.245,87.0,427900.0,399184.0
1793,Lakeside,2Story,10113.0,2307.0,537.0,358.0,2013,2026,7,6,1,2,6,6,2,4.25,2.0,41.9,97.7,False,-0.074,0.691,24.0,465400.0,451903.0
1794,Suburbia,SplitLevel,6685.0,2618.0,940.0,0.0,1928,1965,10,4,3,1,4,8,2,3.68,8.0,42.7,91.9,True,-0.413,0.162,8.0,427600.0,431983.0
1795,Old Town,1Story,5498.0,2144.0,513.0,679.0,2023,2026,1,8,2,1,4,6,0,0.8,5.0,82.3,68.7,False,-1.75,0.605,68.0,283500.0,287089.0
1796,Hillcrest,2Story,7012.0,2910.0,165.0,601.0,1983,2007,2,8,3,2,5,9,2,1.19,10.0,26.2,50.6,False,-1.331,0.386,1.0,420600.0,411230.0
1797,Riverside,2Story,8199.0,2126.0,886.0,414.0,1948,1970,10,5,3,2,6,9,0,4.21,2.0,66.3,86.0,False,-1.307,0.306,19.0,403900.0,409674.0
1798,Hillcrest,1Story,8785.0,2016.0,419.0,516.0,1985,2001,2,4,3,0,4,6,1,10.29,,27.0,30.3,False,-0.728,0.55,22.0,277600.0,293442.0
1799,Riverside,SplitLevel,6147.0,1982.0,945.0,522.0,1943,1961,5,10,3,0,5,10,1,1.86,7.0,20.9,81.3,False,0.09,0.226,19.0,398600.0,397569.0
1800,Suburbia,1.5Story,11109.0,1143.0,1418.0,0.0,1926,1956,1,3,2,0,4,8,2,19.69,9.0,33.4,53.2,False,0.049,0.31,91.0,211500.0,239568.0
1801,Suburbia,1Story,6519.0,2376.0,1729.0,600.0,1929,1951,4,1,2,2,6,9,1,8.33,9.0,33.3,90.6,False,1.187,0.525,87.0,410500.0,406056.0
1802,Suburbia,2Story,5977.0,505.0,989.0,594.0,1901,1923,2,7,3,0,4,6,1,16.74,,46.2,43.1,False,-1.407,0.657,53.0,217400.0,209468.0
1803,Downtown,2Story,6702.0,1528.0,1378.0,466.0,1981,2015,3,1,3,0,6,9,1,9.45,1.0,0.0,56.1,False,0.306,0.836,67.0,345900.0,349154.0
1804,Suburbia,1Story,11804.0,1863.0,1118.0,390.0,1909,1914,9,8,1,0,6,8,2,3.35,4.0,38.0,75.9,False,-0.787,0.825,64.0,395600.0,381380.0
1805,Suburbia,SplitLevel,7735.0,1416.0,789.0,681.0,1925,1964,3,9,2,2,6,10,2,9.08,1.0,23.0,78.8,False,1.976,0.498,87.0,316300.0,305791.0
1806,Suburbia,1.5Story,6355.0,1602.0,142.0,564.0,1900,1928,9,8,3,0,3,8,0,4.45,5.0,20.5,56.7,False,-0.106,0.074,34.0,318700.0,331258.0
1807,Downtown,1Story,11205.0,2862.0,1633.0,327.0,1908,1932,9,3,2,0,3,7,0,0.51,5.0,9.1,62.0,False,-0.562,0.188,70.0,489100.0,488590.0
1808,Hillcrest,1Story,17154.0,2457.0,509.0,533.0,2014,2026,6,10,1,1,5,7,2,4.0,10.0,27.7,85.1,False,0.274,0.0,42.0,445500.0,451966.0
1809,Hillcrest,1Story,8720.0,1473.0,1531.0,594.0,1902,1925,6,1,2,1,6,10,0,2.9,1.0,24.7,86.1,False,0.197,0.186,50.0,369800.0,373768.0
1810,Downtown,1Story,12480.0,1592.0,1175.0,125.0,1978,2001,4,2,1,0,5,8,0,7.17,4.0,26.5,61.7,False,-0.38,0.031,30.0,344600.0,330410.0
1811,Lakeside,1Story,11645.0,1148.0,540.0,312.0,1941,1955,7,4,2,1,5,6,0,2.4,4.0,2.2,57.1,False,0.594,0.715,75.0,358500.0,350766.0
1812,Hillcrest,1.5Story,6555.0,2238.0,1081.0,0.0,1917,1947,9,6,3,2,4,8,0,2.43,,37.0,43.4,False,1.51,0.546,94.0,375300.0,384161.0
1813,Suburbia,1Story,8179.0,1713.0,1846.0,152.0,1937,1947,9,8,3,0,6,8,0,2.86,4.0,19.2,72.6,False,0.918,0.036,98.0,386400.0,383634.0
1814,Lakeside,SplitLevel,5172.0,768.0,1595.0,177.0,1911,1937,2,3,3,1,4,9,1,1.43,7.0,2.3,82.6,False,-0.149,0.618,41.0,331800.0,341112.0
1815,Suburbia,1Story,7542.0,1905.0,735.0,0.0,1939,1960,7,10,3,1,5,7,1,3.58,9.0,24.0,70.7,False,1.777,0.814,8.0,345800.0,351763.0
1816,Riverside,2Story,6508.0,2091.0,651.0,539.0,2003,2018,2,9,2,0,4,6,0,5.21,7.0,19.5,51.4,False,0.482,0.029,83.0,370800.0,351725.0
1817,Suburbia,2Story,7037.0,2380.0,992.0,,1978,2010,5,3,2,0,6,9,1,6.48,7.0,35.8,100.2,False,-1.098,0.127,2.0,436500.0,404980.0
1818,Riverside,1Story,6233.0,1810.0,880.0,0.0,2002,2015,1,1,2,2,5,7,0,23.47,2.0,23.8,30.1,False,0.055,0.471,15.0,247300.0,225279.0
1819,Riverside,1Story,7328.0,1645.0,1454.0,473.0,1987,2014,6,8,1,2,6,8,1,1.4,9.0,6.0,83.8,False,-0.217,0.042,89.0,415400.0,411956.0
1820,Suburbia,1Story,9762.0,2942.0,1261.0,400.0,2016,2026,9,2,1,1,2,4,2,1.0,6.0,17.2,71.9,False,-0.541,0.021,31.0,447500.0,445259.0
1821,Old Town,1.5Story,7771.0,1854.0,239.0,251.0,1913,1921,9,3,2,2,3,6,1,0.66,2.0,0.5,76.4,True,0.314,0.582,54.0,357900.0,345329.0
1822,Riverside,2Story,4219.0,2246.0,1143.0,398.0,1920,1943,8,8,2,1,6,9,0,4.41,7.0,57.7,53.8,False,-1.879,0.563,18.0,400600.0,399370.0
1823,Riverside,1.5Story,6241.0,1553.0,875.0,573.0,1951,1991,6,2,1,2,2,3,2,15.36,5.0,61.0,65.3,False,1.603,0.807,26.0,303200.0,320834.0
1824,Suburbia,1.5Story,4761.0,2229.0,966.0,580.0,1965,1977,7,4,1,1,5,7,2,6.29,10.0,63.4,73.3,False,0.612,0.078,29.0,403600.0,381104.0
1825,Suburbia,1Story,8826.0,1049.0,1055.0,,1998,2002,1,10,1,2,5,8,2,10.53,7.0,23.2,66.5,False,-1.841,0.897,21.0,263200.0,277870.0
1826,Downtown,1Story,9664.0,1596.0,1453.0,548.0,1915,1919,8,7,1,2,3,5,0,0.77,10.0,60.9,35.7,False,0.6,0.019,66.0,407300.0,392330.0
1827,Riverside,2Story,8864.0,1185.0,1361.0,664.0,1913,1933,7,7,3,2,2,6,0,3.2,10.0,43.1,98.8,False,0.443,0.301,67.0,422000.0,412563.0
1828,Riverside,1Story,6151.0,1517.0,635.0,472.0,2000,2026,2,10,2,1,2,5,1,4.77,3.0,18.6,79.7,True,1.465,0.049,14.0,360200.0,337204.0
1829,Old Town,1.5Story,8834.0,2538.0,925.0,679.0,1969,1998,7,8,3,2,6,8,0,11.87,3.0,22.4,68.6,False,1.724,0.244,97.0,402100.0,391406.0
1830,Riverside,SplitLevel,6874.0,1513.0,762.0,,1951,1959,4,5,3,2,2,4,1,3.45,3.0,31.6,69.8,False,1.893,0.815,53.0,301400.0,308642.0
1831,Riverside,1Story,5440.0,2245.0,244.0,448.0,1927,1961,6,7,3,2,5,9,0,8.41,3.0,37.0,98.3,False,-0.278,0.125,72.0,391400.0,377971.0
1832,Old Town,2Story,10506.0,2684.0,904.0,383.0,1987,1993,9,6,3,1,2,5,1,8.12,7.0,42.3,54.6,False,0.541,0.202,0.0,395100.0,399625.0
1833,Hillcrest,1.5Story,10789.0,1835.0,1725.0,587.0,2001,2023,4,4,1,0,3,5,2,1.47,10.0,35.0,50.6,False,-0.48,0.611,38.0,381200.0,393298.0
1834,Lakeside,1.5Story,11295.0,2397.0,231.0,298.0,1903,1937,10,10,3,1,2,7,1,14.4,5.0,28.0,83.3,True,0.978,0.022,98.0,459500.0,482204.0
1835,Lakeside,1Story,6549.0,2142.0,940.0,409.0,1906,1939,5,6,3,2,5,10,2,11.51,9.0,62.0,76.3,False,-2.161,0.602,85.0,417400.0,418928.0
1836,Downtown,SplitLevel,12244.0,1914.0,926.0,162.0,1998,2026,6,8,3,2,2,4,1,12.08,8.0,32.7,49.8,False,-1.275,0.894,3.0,353400.0,374301.0
1837,Downtown,2Story,6817.0,2263.0,1071.0,0.0,2011,2024,1,5,1,2,5,6,1,1.0,3.0,31.6,87.6,False,-0.434,0.07,67.0,392700.0,374923.0
1838,Hillcrest,2Story,10186.0,2862.0,546.0,659.0,1928,1959,2,2,1,1,6,6,0,5.0,9.0,30.7,73.3,False,-0.06,0.006,75.0,396300.0,415694.0
1839,Suburbia,2Story,6776.0,1500.0,351.0,,1988,2003,3,2,2,1,5,6,0,2.47,5.0,32.7,51.8,True,0.163,0.406,13.0,283700.0,288450.0
1840,Suburbia,2Story,7492.0,1322.0,371.0,590.0,2006,2020,10,9,1,2,5,7,0,3.34,1.0,7.8,76.8,False,1.274,0.849,86.0,349200.0,353344.0
1841,Downtown,SplitLevel,3472.0,1290.0,,0.0,1914,1935,3,6,3,0,6,10,0,14.2,8.0,14.9,74.1,False,-0.65,0.935,17.0,335300.0,333127.0
1842,Riverside,1Story,7291.0,2397.0,537.0,572.0,1923,1948,4,6,2,2,6,7,1,9.2,9.0,83.9,66.4,False,-1.292,0.801,99.0,346800.0,357577.0
1843,Downtown,2Story,8366.0,2471.0,740.0,558.0,1916,1924,9,2,1,1,5,7,0,2.22,3.0,2.0,74.9,False,-0.388,0.649,0.0,474300.0,460282.0
1844,Old Town,1Story,7020.0,1555.0,1834.0,569.0,1999,2026,4,8,1,1,4,5,1,2.35,3.0,40.4,79.3,True,-0.606,0.427,65.0,354700.0,352727.0
1845,Lakeside,1Story,14983.0,675.0,642.0,0.0,1997,2026,9,3,2,1,3,7,0,12.35,8.0,41.9,84.5,False,0.553,0.789,23.0,337700.0,337912.0
1846,Suburbia,1Story,5395.0,1479.0,1094.0,428.0,1916,1927,2,6,2,1,5,8,1,20.2,10.0,55.3,69.9,False,1.525,0.757,60.0,276500.0,284496.0
1847,Hillcrest,2Story,6652.0,2151.0,1397.0,471.0,1921,1930,2,4,2,2,2,4,0,5.16,3.0,42.3,63.1,False,1.435,0.184,76.0,372800.0,365957.0
1848,Suburbia,1.5Story,5903.0,1813.0,1377.0,406.0,1983,1985,1,3,2,1,6,8,0,1.12,5.0,72.8,72.3,False,1.089,0.716,55.0,311800.0,294475.0
1849,Hillcrest,2Story,6652.0,1949.0,391.0,209.0,2013,2026,2,2,2,0,6,7,1,17.3,7.0,39.8,89.4,False,-0.57,0.793,74.0,359900.0,326574.0
1850,Suburbia,1.5Story,11626.0,1562.0,650.0,262.0,1998,2005,7,9,3,0,3,8,2,1.45,9.0,62.0,79.3,False,-0.162,0.901,76.0,333000.0,344605.0
1851,Lakeside,2Story,13593.0,2408.0,1077.0,497.0,1921,1959,1,1,2,0,5,8,1,6.1,1.0,55.8,62.1,True,0.425,0.73,33.0,398000.0,399640.0
1852,Old Town,1.5Story,6341.0,2039.0,1760.0,605.0,1948,1984,7,1,2,1,5,9,0,7.57,,65.8,69.0,True,-0.771,0.732,87.0,338700.0,362250.0
1853,Riverside,SplitLevel,6291.0,2173.0,630.0,461.0,1908,1941,6,4,1,0,6,8,2,2.6,9.0,35.5,98.0,False,-0.677,0.902,8.0,407700.0,399316.0
1854,Suburbia,2Story,5405.0,1937.0,743.0,902.0,1930,1941,3,9,2,0,6,9,2,13.7,6.0,43.0,81.5,False,0.374,0.194,52.0,345500.0,362432.0
1855,Suburbia,2Story,12800.0,2138.0,1126.0,,1970,1998,1,8,1,2,5,5,2,1.14,8.0,27.6,70.7,False,-1.364,0.55,75.0,359800.0,356347.0
1856,Old Town,SplitLevel,11996.0,2102.0,1210.0,531.0,1943,1963,2,9,3,2,6,11,0,3.68,1.0,38.2,88.5,False,1.093,0.893,72.0,503600.0,339069.0
1857,Lakeside,1Story,7808.0,1340.0,1236.0,667.0,1976,1987,2,3,1,2,3,5,0,8.73,1.0,39.3,58.2,False,-0.402,0.632,31.0,325000.0,330079.0
1858,Hillcrest,1Story,4971.0,2055.0,595.0,631.0,1937,1958,6,10,2,2,4,6,2,2.83,8.0,0.0,73.9,False,0.541,0.931,96.0,411700.0,423239.0
1859,Lakeside,2Story,5129.0,2285.0,727.0,0.0,1970,1976,10,2,3,0,2,7,2,5.61,4.0,32.1,101.8,False,0.207,0.05,98.0,477000.0,460719.0
1860,Lakeside,2Story,8602.0,2485.0,1041.0,631.0,1979,2018,5,1,1,2,6,6,1,0.78,10.0,52.8,79.8,False,1.254,0.214,11.0,476100.0,467311.0
1861,Riverside,1Story,9821.0,2079.0,1480.0,469.0,1924,1930,7,5,1,0,3,3,1,2.68,5.0,8.0,97.2,False,-2.128,0.221,9.0,422900.0,436854.0
1862,Old Town,SplitLevel,3932.0,1319.0,850.0,0.0,1905,1917,4,5,3,0,4,8,1,3.92,9.0,15.3,66.5,True,1.26,0.079,58.0,280700.0,278972.0
1863,Old Town,2Story,7241.0,1404.0,941.0,665.0,1942,1951,1,3,2,2,2,5,2,10.76,6.0,58.1,59.4,False,1.238,0.623,18.0,249500.0,260090.0
1864,Riverside,1.5Story,14277.0,1611.0,519.0,324.0,1905,1926,3,2,2,1,3,6,0,5.0,,61.9,88.9,False,0.281,0.401,6.0,327200.0,314073.0
1865,Suburbia,1.5Story,7509.0,1954.0,1733.0,511.0,1920,1947,5,4,3,1,5,9,2,6.47,7.0,22.6,35.1,False,0.521,0.242,81.0,354400.0,352843.0
1866,Suburbia,2Story,13648.0,1783.0,1015.0,212.0,1936,1975,9,4,1,1,3,4,2,6.36,2.0,38.5,71.2,False,0.596,0.728,43.0,374400.0,355485.0
